docId,sentenceId,tokenId,text,lemma,ner,clID
pl-59,0,1,Mąż,,O,
pl-59,0,2,Asii,Asia,B-PER,PER-Asia-Bibi
pl-59,0,3,Bibi,Bibi,I-PER,PER-Asia-Bibi
pl-59,0,4,wystąpił,,O,
pl-59,0,5,o,,O,
pl-59,0,6,azyl,,O,
pl-59,0,7,dla,,O,
pl-59,0,8,całej,,O,
pl-59,0,9,rodziny,,O,
pl-59,0,10,.,,O,
pl-59,1,1,Obawia,,O,
pl-59,1,2,się,,O,
pl-59,1,3,o,,O,
pl-59,1,4,ich,,O,
pl-59,1,5,życie,,O,
pl-59,2,1,.,,O,
pl-59,3,1,Mąż,,O,
pl-59,3,2,uniewinnionej,,O,
pl-59,3,3,przez,,O,
pl-59,3,4,pakistański,,O,
pl-59,3,5,Sąd,Sąd,B-ORG,ORG-Supreme-Court-of-Pakistan
pl-59,3,6,Najwyższy,Najwyższy,I-ORG,ORG-Supreme-Court-of-Pakistan
pl-59,3,7,chrześcijanki,,O,
pl-59,3,8,Asii,Asia,B-PER,PER-Asia-Bibi
pl-59,3,9,Bibi,Bibi,I-PER,PER-Asia-Bibi
pl-59,3,10,",",,O,
pl-59,3,11,skazanej,,O,
pl-59,3,12,w,,O,
pl-59,3,13,2010,,O,
pl-59,3,14,r,,O,
pl-59,3,15,.,,O,
pl-59,3,16,na,,O,
pl-59,3,17,śmierć,,O,
pl-59,3,18,za,,O,
pl-59,3,19,bluźnierstwo,,O,
pl-59,3,20,przeciwko,,O,
pl-59,3,21,Mahometowi,Mahomet,B-PER,PER-Mahomet
pl-59,3,22,",",,O,
pl-59,3,23,zaapelował,,O,
pl-59,3,24,o,,O,
pl-59,3,25,azyl,,O,
pl-59,3,26,dla,,O,
pl-59,3,27,całej,,O,
pl-59,3,28,rodziny,,O,
pl-59,3,29,do,,O,
pl-59,3,30,Wielkiej,Wielka,B-LOC,GPE-Great-Britain
pl-59,3,31,Brytanii,Brytania,I-LOC,GPE-Great-Britain
pl-59,3,32,",",,O,
pl-59,3,33,USA,USA,B-LOC,GPE-USA
pl-59,3,34,lub,,O,
pl-59,3,35,Kanady,Kanada,B-LOC,GPE-Canada
pl-59,3,36,.,,O,
pl-59,4,1,Twierdzi,,O,
pl-59,4,2,",",,O,
pl-59,4,3,że,,O,
pl-59,4,4,pozostawanie,,O,
pl-59,4,5,w,,O,
pl-59,4,6,Pakistanie,Pakistan,B-LOC,GPE-Pakistan
pl-59,4,7,grozi,,O,
pl-59,4,8,im,,O,
pl-59,4,9,utratą,,O,
pl-59,4,10,życia,,O,
pl-59,4,11,.,,O,
