clID,Count
1,134
2,27
6,26
125,25
3,14
16,9
28,9
282,9
283,9
111,8
275,7
259,7
118,7
35,6
48,6
276,5
101,5
245,5
240,5
205,5
112,5
97,5
96,5
4,5
9,5
17,5
315,4
14,4
55,4
249,4
63,4
68,4
226,4
218,4
90,4
195,4
190,4
93,4
94,4
297,4
253,4
2000,3
150,3
192,3
194,3
198,3
204,3
211,3
217,3
230,3
309,3
241,3
247,3
250,3
294,3
261,3
287,3
285,3
284,3
267,3
280,3
279,3
364,3
271,3
191,3
220,3
272,3
5,3
56,3
126,3
117,3
81,3
11,3
42,3
73,2
260,2
258,2
254,2
257,2
255,2
262,2
252,2
251,2
75,2
386,2
265,2
263,2
264,2
47,2
266,2
41,2
268,2
29,2
269,2
270,2
394,2
248,2
149,2
246,2
213,2
187,2
188,2
131,2
196,2
197,2
116,2
199,2
200,2
201,2
202,2
103,2
102,2
99,2
183,2
273,2
221,2
223,2
98,2
358,2
237,2
238,2
95,2
239,2
86,2
242,2
243,2
244,2
231,2
274,2
298,2
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,2
310,2
311,2
312,2
313,2
314,2
316,2
317,2
318,2
319,2
299,2
308,2
289,2
291,2
361,2
281,2
286,2
288,2
278,2
290,2
277,2
362,2
292,2
293,2
296,2
295,2
342,1
383,1
346,1
382,1
344,1
384,1
78,1
381,1
345,1
347,1
380,1
343,1
121,1
339,1
104,1
100,1
110,1
114,1
338,1
377,1
376,1
378,1
348,1
109,1
379,1
108,1
107,1
106,1
105,1
340,1
341,1
74,1
34,1
385,1
349,1
398,1
397,1
396,1
357,1
395,1
7,1
356,1
355,1
12,1
13,1
393,1
15,1
392,1
391,1
19,1
20,1
390,1
354,1
337,1
389,1
353,1
352,1
43,1
351,1
388,1
387,1
350,1
58,1
62,1
375,1
331,1
336,1
225,1
206,1
207,1
208,1
209,1
210,1
212,1
214,1
215,1
216,1
371,1
219,1
360,1
222,1
224,1
370,1
147,1
227,1
228,1
229,1
232,1
234,1
235,1
236,1
369,1
368,1
367,1
399,1
256,1
366,1
363,1
372,1
320,1
203,1
321,1
335,1
334,1
153,1
159,1
163,1
176,1
177,1
178,1
179,1
181,1
182,1
333,1
185,1
186,1
332,1
365,1
189,1
374,1
330,1
329,1
193,1
328,1
373,1
327,1
326,1
325,1
324,1
323,1
322,1
359,1
