clID,Count
GPE-Great-Britain,931
ORG-European-Union,868
EVT-Brexit,698
PER-Theresa-May,498
GPE-London,300
GPE-Brussles,211
PER-Michel-Barnier,208
ORG-Reuters,172
PER-David-Davis,167
ORG-Bulgarian-News-Agency,141
ORG-European-Parlament,128
ORG-Conservative-and-Unionist-Party-UK,124
ORG-Focus-News-Agency,106
ORG-European-Commission,105
GPE-Ireland,92
PER-Boris-Johnson,88
LOC-Europe,85
ORG-France-Presse,81
GPE-Northern-Ireland,75
PRO-The-Guardian,73
PER-Asia-Bibi,65
PER-Emmanuel-Macron,65
GPE-Bulgaria,65
PER-Philip-Hammond,64
ORG-European-Court-of-Justice,59
PER-Nigel-Farage,56
ORG-Labour-Party-UK,56
PER-Donald-Tusk,56
ORG-European-Council,53
GPE-USA,49
GPE-France,48
ORG-BBC-Ltd,47
PER-Jean-Claude-Juncker,46
GPE-Germany,43
PRO-The-Independent,42
GPE-Canada,40
ORG-House-of-Commons,39
GPE-Pakistan,36
PER-Donald-Trump,35
PER-Tony-Blair,35
ORG-The-Associated-Press,35
ORG-WTO-World-Trade-Organization,34
EVT-Bulgarian-Presidency-EU,33
PER-Ekaterina-Zaharieva,32
PER-Leo-Varadkar,32
ORG-UK-Independence-Party,31
ORG-House-of-Lords,31
PER-Guy-Verhofstad,30
PER-Jeremy-Corbyn,29
PER-Angela-Merkel,29
ORG-DnesPlus,29
PRO-The-Telegraph,28
PER-George-Soros,28
GPE-Norway,27
PRO-The-Daily-Express,27
GPE-China,25
GPE-Berlin,24
ORG-TASS-Agency,23
PER-Yuliyan-Markov,23
GPE-Paris,23
LOC-Downing-Street,22
PER-Saif-Ul-Malook,22
PER-Boyko-Borisov,22
ORG-Best-for-Britain,21
GPE-Holland,21
ORG-DPA,21
PER-Amber-Rudd,20
PER-Viktor-Turmakov,20
GPE-Spain,19
ORG-Politico,19
PER-Simon-Coveney,19
GPE-Dublin,19
PER-Lilyana-Pavlova,18
PRO-Trud,17
ORG-Council-of-the-European-Union,16
PER-Jacob-Rees-Mogg,16
GPE-Sofia,15
LOC-Eastern-Europe,15
ORG-Renew,15
ORG-Democratic-Unionist-Party,14
EVT-WWII,14
PER-Ivan-Hristov,14
ORG-Bulgarian-National-Radio,14
GPE-Islamabad,14
PER-Nicola-Sturgeon,14
ORG-European-Economic-Area,14
ORG-Bloomberg-LP,14
PER-Liam-Fox,13
GPE-England,13
ORG-AFP-Agence-France-Press,13
PRO-The-Times,13
GPE-Scotland,13
PER-David-Cameron,12
PER-Greg-Clark,12
ORG-Web-Media-Group,12
PER-Sadiq-Khan,11
GPE-Belfast,11
GPE-Italy,11
ORG-NATO,11
GPE-WashingtonDC,11
PRO-Bulgarian-Copyright-and-Related-Rights-Act,10
LOC-Western-Balkans,10
PER-Pierre-Moscovici,10
GPE-Belgium,10
PER-Michael-Haseltine,10
ORG-Supreme-Court-of-Pakistan,10
PER-Tsanko-Tsolov,10
PRO-Financial-Times,10
ORG-WEF,10
PER-Iain-Duncan-Smith,9
ORG-BGNES-Agency,9
PRO-Frankfurter-Allgemeine-Zeitung,9
ORG-European-Aviation-Safety-Agency,9
ORG-Tehreek-e-Labbaik-Pakistan,9
ORG-Scottish-National-Party,9
