clID,Count
GPE-Great-Britain,332
EVT-Brexit,257
ORG-European-Union,228
1,150
PER-Asia-Bibi,145
PER-Theresa-May,117
GPE-London,79
GPE-Czech-Republic,49
GPE-Pakistan,48
GPE-Brussles,45
GPE-Ireland,41
ORG-House-of-Lords,40
ORG-Tehreek-e-Labbaik-Pakistan,39
2,37
GPE-Northern-Ireland,36
20,33
ORG-Conservative-and-Unionist-Party-UK,32
PER-Prophet-Muhammad,32
LOC-Europe,32
PER-Michel-Barnier,31
ORG-High-Court-Pakistan,28
PER-Boris-Johnson,27
ORG-British-Parlament,26
ORG-European-Commission,25
6,25
PER-Saif-Ul-Malook,23
3,23
GPE-Islamabad,23
ORG-Reuters,21
PER-David-Davis,21
PER-Donald-Trump,19
ORG-European-Parlament,18
ORG-House-of-Commons,17
ORG-CTK,17
11,15
ORG-AP-The-Associated-Press,15
GPE-USA,14
9,14
ORG-Labour-Party-UK,13
ORG-AFP-Agence-France-Press,12
90,11
GPE-Punjab,11
GPE-Spain,11
68,11
PER-Andrej-Babis,11
ORG-BBC-Ltd,10
PRO-BBC-website,10
GPE-Germany,10
GPE-France,10
GPE-Rawalpindi,10
GPE-Italy,10
17,10
GPE-China,9
28,9
14,9
78,9
58,9
4,8
GPE-Romania,8
16,8
ORG-European-Council,8
PRO-The-Guardian,8
GPE-India,8
ORG-UK-Independence-Party,7
PER-Arron-Banks,7
GPE-Japan,7
GPE-England,7
PER-Donald-Tusk,7
GPE-Scotland,7
GPE-Canada,7
GPE-Norway,7
PER-Ashiq-Masih,7
ORG-Airbus-SE,7
ORG-Ministry-of-Brexity,7
63,7
55,7
PER-Suella-Braverman,6
135,6
PER-Khadim-Hussain-Rizvi,6
GPE-Russia,6
118,6
25,6
GPE-Prague,6
15,6
PER-Philip-Hammond,6
PER-Nigel-Farage,6
PER-Salmaan-Taseer,5
PER-Pavel-Svoboda,5
71,5
65,5
52,5
EVT-Czexit,5
PER-Ester-Amesz,5
PER-Angela-Merkel,5
48,5
46,5
26,5
PER-Tom-Williams,5
PRO-Hospodarske-Noviny,5
13,5
10,5
PER-Mumtaz-Qadri,5
PRO-Twitter,5
PRO-Buzzfeed-website,5
117,5
LOC-Eastern-Europe,5
LOC-European-Economic-Area,5
PER-Queen-Elizabeth-II,5
ORG-Nissan,5
PER-Mohammad-Shafiq-Amini,5
ORG-Cambridge-Analytica,5
167,5
101,5
ORG-WTO-World-Trade-Organization,5
144,4
PER-Jesus-Christ,4
178,4
PER-Alena-Schillerova,4
229,4
134,4
24,4
ORG-European-Court-of-Justice,4
143,4
ORG-Facebook,4
132,4
125,4
PER-Hafiz-Muhammad-Saeed,4
ORG-Peoples-Vote,4
PRO-EuroZprávy.cz,4
56,4
93,4
PER-Liam-Fox,4
PER-Pavel-Sobisek,4
87,4
GPE-Poland,4
81,4
ORG-Citybank-Europe,4
ORG-Conservative-Way-Forward,4
ORG-KDU-CSL-Czech-party,4
PER-Daniel-Kretinsky,4
GPE-Dublin,4
PRO-Financial-Times,4
PRO-Facebook,4
PER-Jean-Claude-Juncker,4
PER-Damian-Collins,4
112,3
86,3
ORG-Aggregate-IQ,3
116,3
111,3
GPE-Holland,3
96,3
GPE-Mumbai,3
PER-Tereza-H-czech-girl-drug-smuggler,3
88,3
73,3
ORG-SPD-Party-CZ,3
74,3
72,3
PRO-The-Bad-Boys-of-Brexit-book,3
203,3
64,3
PER-Zdenek-Turek,3
62,3
59,3
53,3
PER-Tomio-Okamura,3
PER-Jeremy-Corbyn,3
GPE-Munich,3
133,3
47,3
182,3
PER-Jiri-Hosek,3
PER-Cooper,3
PER-Amber-Rudd,3
PRO-The-Sun,3
PER-Andy-Wigmore,3
PER-Martin-Stropnicky,3
GPE-Wales,3
163,3
162,3
159,3
PER-Robert-mercer,3
155,3
GPE-Multan,3
ORG-Bank-of-England,3
150,3
149,3
145,3
ORG-DPA,3
GPE-Austria,3
141,3
PER-Emmanuel-Macron,3
LOC-English-Channel,3
49,3
PER-Jeremy-Hunt,3
23,3
GPE-Bucharest,3
12,3
EVT-Italexit,3
222,3
7,3
34,3
GPE-Denmark,3
29,3
5,3
GPE-Bulgaria,3
35,3
37,3
19,3
39,3
ORG-Liberal-Democrats-UK,3
36,3
ORG-Vehicle-Certification-Agency,3
42,3
207,3
EVT-Cold-War,2
124,2
PER-Angus-Woods,2
123,2
146,2
147,2
148,2
122,2
ORG-Nomura-Holdings-Inc,2
ORG-SoftBank,2
PER-Jaroslav-Ibehej,2
121,2
120,2
GPE-New-York,2
PER-Matteo-Salvini,2
PER-Isabela-Oakeshottova,2
151,2
PRO-Trans-Pacific-Partnership-agreement,2
152,2
ORG-Citygroup,2
126,2
21,2
GPE-Oxford,2
127,2
GPE-Slovakia,2
190,2
136,2
137,2
PER-Imran-Khan,2
138,2
22,2
139,2
PER-James-McGory,2
140,2
131,2
129,2
128,2
153,2
18,2
142,2
PER-Terrie-Simpsonova,2
ORG-Office-for-Budget-Responsibility,2
GPE-Sweden,2
GPE-Edinburgh,2
ORG-European-Free-Trade-Association-EFTA,2
154,2
179,2
ORG-European-Central-Bank,2
172,2
173,2
PER-Alina-Stanova,2
PRO-Radiozurnal,2
174,2
175,2
176,2
GPE-Chemnitz,2
177,2
GPE-Berlin,2
GPE-Belgium,2
PRO-The-New-York-Times,2
180,2
ORG-National-Agricultural-Union-UK,2
PRO-The-Telegraph,2
LOC-Asia,2
181,2
ORG-ICM-Agency,2
183,2
184,2
185,2
171,2
ORG-Office-for-National-Statistics,2
170,2
169,2
156,2
157,2
158,2
PRO-Article-50,2
43,2
160,2
161,2
PER-Alexander-Kogan,2
PER-Allah,2
8,2
PER-Petr-Kotrsal,2
164,2
165,2
PER-Radek-Spicar,2
PER-Winston-Churchil,2
GPE-Brazil,2
PER-Steve-Bannon,2
PER-Tobi-Melvile,2
PER-Mark-Zuckerberg,2
PER-Cyril-Svozil,2
PER-Nevill-Chamberlain,2
PRO-BBC-Radio,2
119,2
85,2
38,2
PER-John-Kerr,2
66,2
67,2
69,2
70,2
PER-Guy-Verhofstadt,2
ORG-Unicredit,2
33,2
PER-Danny-Shaw,2
ORG-Scottish-Parliament,2
75,2
76,2
77,2
PER-Tony-Blair,2
79,2
80,2
PER-Koji-Tsoruoka,2
82,2
PRO-The-Independent,2
83,2
84,2
LOC-West-Midlands,2
ORG-Stichting-Hulp-Vervolgde-Christenen,2
GPE-Ellesmere-Port,2
ORG-Svaz-Prumyslu,2
31,2
61,2
44,2
PER-Michelle-Jana-Chanová,2
45,2
PER-Vince-Cable,2
ORG-Commonwealth,2
PER-Petra-Mackova-Juráskova,2
205,2
ORG-Czech-National-Bank,2
PER-Damian-Green,2
50,2
51,2
PER-David-Lidington,2
41,2
54,2
ORG-Federal-Trade-Commission,2
230,2
57,2
204,2
40,2
PRO-Sama-website-server,2
60,2
PER-Zavar-Husain-Varaič,2
LOC-Downing-Street,2
32,2
GPE-Plymouth,2
ORG-British-Chamber-Of-Commerce-Czechia,2
109,2
PRO-The-Sunday-Times,2
GPE-Lahore,2
GPE-Estonia,2
27,2
104,2
195,2
PER-Nicola-Sturgeon,2
107,2
PER-Ejaz-Ashrafi,2
108,2
110,2
ORG-Bloomberg-LP,2
GPE-Liverpool,2
PRO-Political-Betting-website,2
GPE-Switzerland,2
113,2
ORG-DUP-Democratic-Unionist-Party,2
114,2
PRO-Treaty-of-Lisbon,2
115,2
PRO-Business-Insider,2
208,2
186,2
ORG-PSA-Group,2
ORG-Digital-Culture-Media-and-Sport-Committee,2
30,2
91,2
GPE-Australia,2
92,2
199,2
PER-Lubomir-Zaoralek,2
198,2
ORG-Jaguar-Land-Rover,2
95,2
EVT-Black-Friday,2
97,2
PER-Rani-Bibiova,2
89,2
PRO-Wikipedia-website,2
EVT-Vote Leave Campaign,2
GPE-Paris,2
212,1
213,1
206,1
192,1
214,1
194,1
210,1
187,1
191,1
202,1
201,1
211,1
196,1
188,1
189,1
200,1
209,1
197,1
193,1
PER-Miroslav-Diro,1
PER-Sam-Lowe,1
PER-Tom-Campbell,1
ORG-CSSD-political-party-CZ,1
PRO-Lidove-Noviny,1
2000,1
"ORG-Institute of International Studies, FSV U",1
PRO-Airbus-A400M,1
ORG-NATO,1
PER-Puiu-Jonut,1
PRO-European-Regional-Development-Fund,1
PRO-The-Sunday-Telegraph,1
ORG-Marfa,1
PER-Alexander-Nix,1
GPE-Croatia,1
PRO-Brexit-withdrawal-agreement,1
PRO-Focus-magazine,1
PER-Harold-Macmillan,1
PER-Umer-Jawaed,1
PER-Bohuslav-Sobotka,1
168,1
94,1
PER-Mian-Saqib-Nisar,1
166,1
PER-Brendan-O-Leary,1
PER-Justine-Greening,1
130,1
PER-Preben-Aamann,1
PER-Pavel-Sobotka,1
216,1
106,1
103,1
102,1
PRO-Euractiv.cz,1
100,1
99,1
98,1
215,1
ORG-Policy-Exchange,1
217,1
PER-Kirsten-Mehr,1
ORG-Northern-League-IT-politi,1
GPE-Dordogne,1
PER-Fawad-Chaudhry,1
PER-Joseph-Brady,1
GPE-Filton,1
PER-Morseli-Father,1
ORG-Skoda-Auto-Company,1
GPE-Latvia,1
ORG-Seznam-Zpravy,1
GPE-Faisalabad,1
ORG-Sinn-Fein,1
ORG-Terramet,1
218,1
GPE-Rome,1
GPE-Lithuania,1
ORG-Pixmac-photobank,1
PER-Tahir-Mahmud,1
PER-Jose-Maria-Alvarez-Pallete-Lopez,1
GPE-Bohemia,1
EVT-Summit-G7,1
PER-Daniel-Salvatore-Schiffer,1
PER-Ella,1
GPE-Gibraltar,1
PRO-IL-Giornale,1
LOC-Devon-county,1
GPE-Marrakesh,1
ORG-Centre-For-European-Reform,1
PRO-Dawn-newspaper,1
PRO-GeoTV,1
PRO-Tyden.cz,1
PER-Hans-Stembera,1
PRO-Daily-Mirror,1
PER-Michael-Gove,1
GPE-Belarus,1
LOC-Irlends-countries,1
GPE-Sussex,1
LOC-America,1
PRO-Airbus-A320neo,1
GPE-Bristol,1
ORG-Baker-McKenzie,1
PRO-Ripon-software,1
ORG-Italian-Chamber-of-Deputies,1
PER-Liz-Bilney,1
ORG-Frentech-Aerospace,1
ORG-Bank-of-Ireland,1
ORG-General-Motors,1
PER-Clement-Shahbaz-Bhatti,1
PER-Erna-Solberg,1
PRO-BBC-TV,1
PER-Miriam-Ibrahim,1
ORG-Agence-Eleonor,1
GPE-Broughton,1
PRO-The-Daily-Telegraph,1
PER-Radim-Fiala,1
PER-Piere-Andre-Taguieff,1
ORG-Five-Star-Movement-IT-political-party,1
GPE-Malaysia,1
ORG-BMW-Company,1
PER-Sajid-Javid,1
ORG-Gemalto,1
PER-K-M-Chaudary,1
ORG-Profimedia-Photobank,1
PER-Ted-Cruz,1
PER-Ian-Robertson,1
PER-Luc-Ferry,1
PER-Francesco-Lepore,1
GPE-Vauxhall-factory,1
PER-Brad-Parscale,1
PRO-Politico,1
PER-Muhammad-Afzal-Qadri,1
GPE-Slovenia,1
ORG-Leave-EU,1
GPE-Hungary,1
PRO-Tydenik-Echo,1
EVT-Christmas,1
PRO-Host-Lucie-Vyborne,1
PRO-Evropa-V-Souvislostech-project,1
PRO-European-Structural-Funds,1
PRO-Channel-Five,1
PER-James-Slack,1
LOC-Irish-Island,1
PER-Muhammad-Faisal,1
GPE-Mexico,1
ORG-Aribus-Group,1
PER-Steve-Baker,1
PRO-Leave.EU,1
EVT-Tea-Party,1
PER-Martin-Mejstrik,1
ORG-Scottish-National-Party,1
PER-Milada-Kuttelwascher,1
PER-Kobza,1
PER-Pope-Francis,1
PRO-Jina-Britanie-book,1
Night-of-the-Long-Knives,1
ORG-Bosch,1
GPE-Shekhupura,1
ORG-Communist-Party-of-Bohemia-and-Moravia,1
PER-Jan-Kuttelwascher,1
PER-Duncan-Brewer,1
GPE-Tokyo,1
ORG-Aston-Martin-Company,1
ORG-Photobank-Shutterstock,1
LOC-Iasi,1
PER-Elisabeth-Badinterov,1
PRO-Echo24.cz,1
GPE-Vatican,1
PER-Adrees-Latif,1
ORG-ACS-Italy-catolic-association,1
ORG-Hospodarska-Komora,1
PER-David-Marek,1
ORG-Economia-Publisher-cz,1
GPE-Finland,1
ORG-Oliver-Wyman-ltd,1
PER-Jozsef-Varadi,1
PRO-France-2-TV,1
PER-Lukas-Vanek,1
GPE-Strasbourg,1
ORG-Vote-Leave,1
ORG-ANO-political-party-CZ,1
GPE-Turkey,1
ORG-De-La-Rue-company,1
ORG-Narodni-centrala-proti-organizovanemu-zlo,1
