clID,Count
1,162
2,45
6,34
41,29
3,15
40186,11
14,10
17,10
16,10
299,8
50115,7
90,7
239,7
55,7
50310,6
50306,6
4,6
50304,6
63,6
50318,6
50206,6
50347,5
50403,5
50316,5
111,5
50110,5
56,5
149,5
50009,5
222,5
163,4
50393,4
50052,4
28,4
50457,4
50469,4
50084,4
48,4
40199,3
177,3
152,3
165,3
50343,3
50319,3
50454,3
293,3
50354,3
50381,3
50032,3
50449,3
80,3
50021,3
50405,3
50317,3
50431,3
7,3
51001,3
50440,3
50175,3
317,3
50079,3
117,3
54,3
47,3
68,3
70,3
78,3
89,3
99,3
116,3
50134,3
50094,3
118,3
9,3
12,3
50089,3
50160,3
50210,2
40118,2
20903,2
50442,2
50445,2
50448,2
46,2
50177,2
50495,2
50174,2
29,2
50458,2
50198,2
50459,2
50432,2
20,2
30058,2
50470,2
50192,2
50460,2
294,2
178,2
50429,2
50189,2
131,2
158,2
125,2
121,2
50348,2
50350,2
50358,2
50379,2
50384,2
50385,2
50386,2
98,2
50390,2
50391,2
96,2
50394,2
50399,2
50406,2
205,2
40074,2
50425,2
58,2
146,2
50176,2
141,2
50113,2
20204,2
10140,2
10120,2
50130,2
50163,2
10168,2
50140,2
183,2
10038,2
51000,2
50308,1
50088,1
162,1
50311,1
50085,1
275,1
50083,1
50080,1
50305,1
50204,1
50090,1
21400,1
245,1
50095,1
50105,1
50096,1
10161,1
10169,1
102,1
101,1
209,1
21401,1
50323,1
50062,1
50045,1
50377,1
50376,1
50375,1
188,1
50360,1
50359,1
50041,1
50357,1
50355,1
50042,1
50043,1
50044,1
50349,1
50046,1
50471,1
50346,1
50344,1
50047,1
50342,1
50048,1
164,1
50049,1
50338,1
50337,1
50196,1
298,1
50053,1
50325,1
50114,1
50118,1
182,1
50191,1
50208,1
50153,1
50154,1
50155,1
50202,1
50200,1
50199,1
50156,1
50197,1
50157,1
170,1
50194,1
50165,1
50166,1
50117,1
13,1
50167,1
50187,1
50186,1
50168,1
50184,1
50183,1
50169,1
50181,1
50180,1
50171,1
50172,1
50173,1
20513,1
50150,1
35,1
50212,1
50040,1
40022,1
30085,1
20423,1
75,1
73,1
120,1
50120,1
50121,1
50122,1
50123,1
50125,1
50126,1
50127,1
50135,1
52,1
51,1
50455,1
49,1
50143,1
50146,1
50147,1
44,1
50148,1
50475,1
50214,1
50149,1
50378,1
50382,1
50380,1
50477,1
50491,1
50490,1
50489,1
50488,1
50487,1
50486,1
50485,1
50484,1
50483,1
50482,1
231,1
50479,1
50478,1
50476,1
50211,1
5,1
50474,1
50473,1
295,1
50178,1
50182,1
50468,1
50467,1
50466,1
256,1
50464,1
50463,1
50462,1
50492,1
50493,1
50494,1
263,1
50303,1
50185,1
251,1
30237,1
50411,1
50193,1
10085,1
30098,1
397,1
396,1
395,1
20019,1
391,1
389,1
385,1
30078,1
181,1
41000,1
30060,1
30006,1
264,1
30056,1
50398,1
50499,1
50498,1
50497,1
50496,1
20641,1
50190,1
50038,1
10079,1
241,1
50416,1
50007,1
50188,1
235,1
50408,1
50407,1
50011,1
50013,1
50014,1
50402,1
50401,1
50400,1
291,1
50417,1
50397,1
50396,1
50395,1
50017,1
50392,1
50029,1
40162,1
50389,1
50388,1
50034,1
50035,1
50037,1
50087,1
50418,1
50421,1
50422,1
50423,1
50195,1
50453,1
276,1
50451,1
50450,1
10031,1
10032,1
50446,1
50179,1
50444,1
50443,1
50441,1
50439,1
50438,1
50437,1
51002,1
50434,1
50433,1
30004,1
10055,1
50430,1
10056,1
50428,1
50427,1
50004,1
50006,1
50424,1
50452,1
