clID,Count
ORG-European-Union,27
EVT-Brexit,25
EVT-Bulgarian-Presidency-EU,13
GPE-Great-Britain,13
GPE-Bulgaria,11
LOC-Europe,10
PER-Boyko-Borisov,8
ORG-European-Parlament,7
PER-Lilyana-Pavlova,6
PER-Jean-Claude-Juncker,6
LOC-Western-Balkans,6
ORG-Council-of-the-European-Union,6
PER-Theresa-May,5
ORG-European-Commission,5
LOC-Schengen,5
PER-Christine-Revault-d'Allonnes-Bonnefoy,4
PER-Donald-Trump,4
PER-Tony-Blair,3
PER-Leo-Varadkar,3
GPE-Romania,3
GPE-USA,3
GPE-Turkey,3
GPE-Sofia,3
ORG-Reuters,3
GPE-Poland,3
ORG-Paneuropean-Movement,3
PER-Tomislav-Donchev,2
ORG-WEF,2
PER-Andrej-Babis,2
GPE-Ankara,2
GPE-Strasbourg,2
ORG-UK-Independence-Party,2
ORG-Prawo-i-Sprawiedliwosc,2
PRO-Bulgarian-Copyright-and-Related-Rights-Act,2
LOC-Eastern-Europe,2
PER-Russians,2
EVT-Bulgarian-Presidency-EU ,2
PER-Michael-Wolff,2
PER-Angela-Merkel,2
GPE-Brussles,2
PER-Recep-Tayyip-Erdogan,2
GPE-Varna,2
PER-Nathalie-Loiseau,2
PER-Boris-Johnson,2
ORG-France-Presse,2
PER-Donald-Tusk,2
PER-Michel-Barnier,2
PER-George-Soros,2
PER-Nigel-Farage,2
PER-David-Davis,2
LOC-Balkans,2
PRO-ITV-Network,2
GPE-Istanbul,2
ORG-OLAF,2
PER-Piers-Morgan,1
ORG-Internet-Research-Agency-Russia,1
ORG-TASS-Agency,1
ORG-GERB,1
PER-Gerry-Adams,1
GPE-Burgas-Bulgaria,1
PRO-NovaTV,1
ORG-Conservative-Party-UK,1
GPE-Kozloduy,1
ORG-REGI,1
ORG-Committee-on-Inspection-of-Human-Rights-Turkey,1
GPE-Estonia,1
PRO-Hurriyet-Newspaper,1
GPE-Athens,1
PER-Robert-Peston,1
GPE-Iraq,1
ORG-TBIGC,1
PRO-Game-of-Thrones,1
ORG-Bulgarian-National-Radio,1
LOC-French-Embassy-Bulgaria,1
LOC-National-Palace-of-Culture,1
ORG-Deutsche-Welle,1
GPE-Veliko-Tarnovo,1
ORG-European-Parlament ,1
PRO-Horizont-Radio,1
GPE-Austria,1
ORG-Eurozone,1
PRO-The-Telegraph,1
ORG-Ministry-of-Foreign-Affairs-Bulgaria,1
GPE-Plovdiv,1
PRO-BBC-Radio-4,1
GPE-Ruse-Buglaria,1
PER-Caroline-Lucas,1
LOC-White-House,1
GPE-Afghanistan,1
PER-Philip-Hammond,1
ORG-Sinn-Fein,1
GPE-Republic-of-Croatia,1
PRO-Financial-Times,1
PER-Eva-Maydel,1
ORG-European-Council,1
GPE-Greece,1
GPE-Saint-Petersburg,1
PRO-Dublin-Regulation,1
PER-Matthew-Whiting,1
GPE-Somalia,1
GPE-Dimitrovgrad-Bulgaria,1
GPE-Helsinki,1
PER-Spartacus,1
LOC-Western-Europe,1
PRO-Multiannual-Financial-Framework,1
GPE-Berlin,1
GPE-London,1
ORG-Associated-Press,1
ORG-Green-Party-of-England-and-Wales,1
PER-Antonio-Tajani,1
GPE-Lisbon,1
PER-Anna-Soubry,1
PER-Dmitry-Peskov,1
GPE-Balkans,1
PRO-Fire-and-Fury,1
PER-Margaritis-Schinas,1
GPE-Russia,1
GPE-France,1
GPE-Borovets-Bulgaria,1
PER-Elizabeth-II,1
LOC-Ivan-Vazov-Theatre-Sofia,1
PER-Frans-Timmermans,1
LOC-Kremlin,1
ORG-Best-for-Britain,1
PER-British-people,1
ORG-University-of-Birmingham,1
GPE-Syria,1
GPE-Ireland,1
PER-Ivan-Vazov,1
PER-Hillary-Clinton,1
LOC-St-Stefan-Church-Istanbul,1
PER-Robert-Swan-Mueller-III,1
PRO-Cohesion-Policy,1
ORG-EPP ЕС,1
PER-Zahari-Baharov,1
GPE-California-State,1
ORG-Grant-Thornton-International,1
ORG-Bulgarian-News-Agency,1
GPE-Czech-Republic,1
PRO-Dublin-System,1
LOC-Izmir-Turkey,1
GPE-Iran,1
PER-Marry-Lou-McDonald,1
