clID,Count
GPE-Great-Britain,35
ORG-European-Union,34
EVT-Brexit,34
PER-Theresa-May,12
ORG-House-of-Lords,11
GPE-Northern-Ireland,10
GPE-London,10
GPE-Brussles,10
ORG-European-Parlament,8
ORG-European-Commission,7
LOC-Europe,7
PER-Donald-Trump,5
PER-Boris-Johnson,5
PER-Nigel-Farage,5
GPE-Ireland,4
ORG-Conservative-and-Unionist-Party-UK,4
GPE-Czech-Republic,4
PER-Emmanuel-Macron,3
ORG-Avast-Software-Company,3
GPE-Germany,3
ORG-Cambridge-Analytica,3
PER-Ester-Amesz,2
ORG-Alwil-Software-Company,2
ORG-Council-of-the-European-Union,2
ORG-UK-Independence-Party,2
ORG-CTK,2
EVT-Brexit-Referendum,2
ORG-Reuters,2
PER-Jiri-Hosek,2
PER-Karen-Henderson,2
GPE-USA,2
ORG-Conservative-Way-Forward,2
PER-Kaiserova,2
ORG-BBC-Ltd,2
LOC-Eastern-Europe,2
GPE-Sweden,2
PER-Petr-Kotrsal,2
ORG-Labour-Party-UK,2
PER-Michel-Barnier,2
GPE-France,2
ORG-The-Associated-Press,2
PRO-Treaty-of-Lisbon,2
PER-Petra-Mackova-Juráskova,2
PER-David-Davis,2
PRO-BeerExit,2
GPE-Romania,2
PER-Cyril-Svozil,2
GPE-Bratislava,1
ORG-Seznam-Zpravy,1
PRO-Radiozurnal,1
PER-Michael-Gove,1
ORG-Nasdaq-trading-exchange,1
PRO-EuroZprávy.cz,1
PRO-European-Regional-Development-Fund,1
PRO-European-Social-Fund,1
GPE-Bucharest,1
LOC-Irlends-countries,1
GPE-Denmark,1
GPE-Bulgaria,1
LOC-Eurozone,1
PRO-Brexit-law,1
PRO-European-Structural-Funds,1
GPE-Londonderry,1
GPE-Prague,1
GPE-Finland,1
PRO-Article-50,1
PRO-Twitter,1
PRO-The-Telegraph,1
ORG-TV-Nova-s.r.o.,1
ORG-Trinecke-zelezarny-Moravia-Steel,1
ORG-Fenix-Trading-company,1
PRO-The-Independent,1
LOC-White-House,1
PRO-Financial-Times,1
ORG-Ministry-of-Brexity,1
ORG-British-Parlament,1
PER-Colin-Harvey,1
PER-Jean-Claude-Juncker,1
PER-Sajid-Javid,1
ORG-Facebook,1
PER-James-Huey,1
PRO-The-Guardian,1
GPE-Spain,1
ORG-CSSD-political-party-CZ,1
GPE-Turkey,1
ORG-ANO-political-party-CZ,1
LOC-Irish-Island,1
ORG-Queens-University-Belfast,1
LOC-City-of-London,1
PRO-Buzzfeed-website,1
ORG-Terramet,1
PER-Leviathan,1
GPE-Norway,1
GPE-Austria,1
GPE-Czechoslovakia,1
PER-Gerard-Batten,1
GPE-Russia,1
GPE-Netherlands,1
PRO-Jina-Britanie-book,1
PER-Kirsten-Mehr,1
ORG-National-Agricultural-Union-UK,1
PRO-Facebook,1
GPE-Lesotho,1
PRO-Rome-Declaration,1
ORG-Cesky-rozhlas,1
PRO-Cesky-rozhlas-Plus,1
ORG-TOP-09-political-party-CZ,1
GPE-Italy,1
PRO-France-2-TV,1
PER-Alexander-Tomsky,1
PER-John-Kerr,1
ORG-STAN-political-party-CZ,1
GPE-China,1
PER-Danuta-Hübnerova,1
GPE-Belgium,1
ORG-VisitDerry-Company,1
PER-David-Cameron,1
PRO-Host-Lucie-Vyborne,1
